Benchmark Name,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10,Iteration 11,Iteration 12,Iteration 13,Iteration 14,Iteration 15,Iteration 16,Iteration 17,Iteration 18,Iteration 19,Iteration 20,Iteration 21,Iteration 22,Iteration 23,Iteration 24,Iteration 25,Iteration 26,Iteration 27,Iteration 28,Iteration 29,Iteration 30
io.reactivex.rxjava3.internal.operators.mixed.ObservableConcatMapCompletableTest._Benchmark.benchmark_undeliverableUponCancel$ ===,299965.508,300797.557,299673.208,299018.737,299681.435,300253.986,299185.295,299454.764,300059.221,300073.177,299962.906,294683.831,299021.725,300216.694,299204.438,300356.143,300922.67,294877.52,300571.701,299034.122,300873.526,299424.117,300720.581,299743.092,300870.652,300075.216,301330.86,301209.343,299727.885,300816.576
io.reactivex.rxjava3.internal.operators.flowable.FlowableGenerateTest._Benchmark.benchmark_generatorThrows$ ===,746895.81,748516.544,747575.349,750026.169,750414.325,748543.516,749649.678,739637.508,747470.79,747020.647,736702.218,748033.724,749056.074,747834.266,750667.866,751321.69,750648.279,748029.809,749328.871,746835.206,749386.122,747537.225,750695.085,746787.307,747622.946,749817.092,750018.955,748296.529,747512.663,748620.176
io.reactivex.rxjava3.internal.operators.completable.CompletableMergeTest._Benchmark.benchmark_disposePropagates$ ===,3414750.212,3425011.906,3381325.364,3357870.006,3358284.734,3413783.937,3415695.584,3426829.383,3376719.783,3433138.782,3370388.649,3401396.043,3440570.027,3369523.835,3445680.699,3391317.859,3432891.242,3389734.264,3430731.484,3435916.99,3389934.96,3370265.647,3427862.708,3437223.433,3354068.667,3383531.476,3423793.768,3365893.117,3353783.622,3442345.817
io.reactivex.rxjava3.internal.operators.single.SingleFromPublisherTest._Benchmark.benchmark_error$ ===,1034621.318,1032311.738,1033859.166,1032017.307,1032789.005,1036410.611,1035867.717,1038157.111,1034237.631,1030183.151,1036241.817,1032250.363,1036192.314,1037492.608,1026485.644,1033050.372,1036218.694,1033027.7,1034730.518,1033135.755,1031868.442,1036227.503,1035128.39,1028076.545,1034542.658,1016138.802,1029196.501,1030158.067,1033504.742,1030506.141
io.reactivex.rxjava3.internal.operators.observable.ObservableConcatTest._Benchmark.benchmark_concatMapErrorEmptySource$ ===,84770034.099,82936318.595,83594433.541,82677728.544,83497366.128,83381165.278,82133833.649,83332197.384,83859427.731,83123412.087,83424600.806,84043964.517,84210738.78,84093837.438,84271216.199,84270483.1,83825387.123,83937320.488,84509405.084,83972866.399,84243354.868,83340745.206,82883294.284,83530851.527,84997714.043,83921003.342,83679172.459,85241708.212,84204982.793,83778473.025
io.reactivex.rxjava3.internal.operators.observable.ObservableFromIterableTest._Benchmark.benchmark_hasNext2Throws$ ===,756567.829,758670.955,757731.015,758590.933,756325.995,757438.967,759784.715,755783.067,759266.695,758098.187,760036.242,757945.612,756259.699,758314.041,759978.829,755333.143,757397.551,758096.488,754898.823,756939.484,757896.07,760164.658,758771.875,756904.84,757787.594,758052.02,757525.424,759314.677,759125.053,759427.866
io.reactivex.rxjava3.internal.operators.flowable.FlowableIgnoreElementsTest._Benchmark.benchmark_errorReceivedFlowable$ ===,980213.407,978908.264,975615.791,974946.308,976308.23,976911.816,977091.387,977684.773,978381.445,971009.629,976093.562,974777.101,974137.428,975154.544,977040.186,972966.958,978909.901,979048.697,977516.342,976558.818,979073.276,975094.4,976863.491,975810.781,972638.592,976614.771,958971.582,971302.396,976476.864,972804.897
io.reactivex.rxjava3.internal.operators.flowable.FlowableFlatMapTest._Benchmark.benchmark_signalsAfterMapperCrash$ ===,237878.931,237944.676,237640.981,237320.003,238821.112,238991.166,238416.922,242110.663,237743.842,238291.429,237761.326,237408.906,237715.521,236696.146,238165.413,237644.167,238711.957,238517.521,237326.823,234435.623,238760.357,238061.406,238521.189,238690.048,237955.464,237453.917,237182.192,238079.27,237852.142,237221.381
io.reactivex.rxjava3.internal.operators.observable.ObservableBlockingTest._Benchmark.benchmark_blockingFirst$ ===,20400.411,18430.508,18742.618,19055.318,22564.5,19902.749,20245.414,23772.131,24206.072,20573.323,22280.268,16371.842,20522.81,18566.92,20587.233,22541.709,23561.184,19032.437,23120.07,18584.379,19384.475,25426.568,21058.381,16458.496,16983.214,20556.035,19112.877,19810.632,18900.633,15713.49
io.reactivex.rxjava3.internal.operators.observable.ObservableConcatMapTest._Benchmark.benchmark_asyncFused$ ===,2106231.049,2031563.964,2068128.624,2109090.749,2056805.413,2085680.502,2086064.062,2070476.077,2083026.362,2054065.651,2038527.826,2052856.146,2051893.562,2104073.945,2052261.623,2042219.559,2086653.422,2096705.309,2088353.594,2066837.882,2108374.495,2056144.948,2029198.888,2029653.758,2024067.62,2037513.107,2088416.5,2035727.396,2040915.005,2031658.565
io.reactivex.rxjava3.internal.operators.single.SingleDetachTest._Benchmark.benchmark_doubleSubscribe$ ===,746662.687,751485.507,747120.85,749402.942,743473.431,748160.332,743145.443,748204.854,741378.267,736316.73,746827.956,746727.062,743386.09,750104.573,751985.28,744939.062,750123.193,744362.058,742073.788,747831.243,746759.585,744202.143,748736.497,742744.256,745990.649,745728.855,748810.809,745435.363,744675.639,745674.763
